row,year,unc_status,transfer,comp_major,major,prereqs,prior_exp,ap_principles,ap_a,other_comp,prior_time,languages,hours_online_social,hours_online_work,tech_best_interests,apps_accessible,identity_my_interaction,id_interact_with_me,interested_connections,social_issues,research_biases,researchers_unbiased,empirical_data,cs_objective,algorithms_objective,tech_impact,pre_lecture_videos,add_livestream,own_notes,own_examples,oh_visits,ls_effective,lsqs_effective,programming_effective,qz_effective,oh_effective,tutoring_effective,pace,difficulty,understanding,interesting,valuable,would_recommend
296,29,Freshman,No,No,Statistics and Analytics,"MATH 231, MATH 232, STOR 120",Over 2 years,Yes,Yes,UNC,1 month or so,"Python, Java / C#, JavaScript / TypeScript",5 to 10 hours,3 to 5 hours,4,4,3,5,5,6,5,5,3,4,5,6,6,6,3,3,2,7,3,5,6,6,5,4,3,4,3,3,5
297,28,Sophomore,No,No,Economics,"MATH 231, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,3,7,5,5,2,3,5,6,5,5,6,6,7,7,7,5,0,7,2,3,7,4,4,6,5,5,3,5,5
298,26,Senior,No,No,Neuroscience,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, PSYC 210",7-12 months,No,No,On-line course,7-12 months,"Python, Java / C#, R / Matlab / SAS",3 to 5 hours,0 to 2 hours,2,3,5,5,6,6,6,3,2,5,2,6,4,7,1,1,0,2,2,7,7,7,7,4,2,6,6,6,6
299,29,Junior,No,No,Nutrition,"MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,7,6,2,3,5,3,5,2,2,6,3,7,6,7,2,5,4,3,5,4,5,6,5,3,3,4,5,3,7
300,28,Junior,No,No,Physics,"MATH 130, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,6,2,6,6,4,5,5,5,3,7,5,5,5,1,3,0,7,3,5,6,,,2,2,6,5,5,6
301,29,Sophomore,No,No,Chemistry,"MATH 129P, MATH 231",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,4,5,5,1,7,5,5,3,5,2,1,7,7,1,1,1,7,2,3,2,,,5,6,1,2,2,5
302,28,Sophomore,No,No,Economics,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,5,3,2,5,6,5,7,2,2,4,5,7,5,6,4,0,7,3,5,5,,,4,3,5,5,6,5
303,29,Junior,No,No,Sports Administration,"MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,6,3,5,2,4,5,2,4,5,5,6,7,4,4,3,2,7,5,3,5,4,4,5,6,2,4,5,4
304,27,Junior,No,No,Neuroscience,"MATH 232, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,2,3,1,1,2,6,5,2,2,3,3,2,7,7,4,3,3,3,6,4,4,3,,6,6,3,4,1,5
305,29,Junior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,3,6,2,2,5,6,6,4,5,5,6,6,7,6,6,3,0,6,4,7,7,6,,4,5,4,3,6,5
306,29,Junior,No,No,Data Science,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",7-12 months,No,No,Another college or community college,2-6 months,"Python, HTML / CSS",3 to 5 hours,5 to 10 hours,5,5,3,5,7,6,5,3,3,3,4,6,7,6,5,5,0,7,6,6,6,,,5,4,3,6,7,6
307,28,Junior,No,No,Information Science,MATH 129P,2-6 months,No,No,UNC,1 month or so,"Python, R / Matlab / SAS, HTML / CSS",5 to 10 hours,3 to 5 hours,4,5,6,7,7,7,6,6,5,5,6,5,6,7,7,4,1,7,7,7,6,7,,6,5,5,7,6,6
308,29,Freshman,No,No,Neuroscience,"MATH 231, MATH 232, STOR 155",2-6 months,Yes,No,High school course (IB or other),None to less than one month!,Python,3 to 5 hours,3 to 5 hours,7,7,3,3,3,5,6,4,3,5,5,7,7,7,6,5,0,7,5,6,6,,,5,6,2,5,7,6
309,26,Senior,No,No,Chemistry,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,3,5,6,6,2,7,5,4,5,4,1,3,6,5,1,1,0,4,2,6,6,,,4,3,3,2,3,4
310,29,Junior,No,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,7,6,2,1,6,6,6,5,4,2,5,5,7,7,6,4,0,5,5,5,7,4,4,4,4,4,4,4,7
311,28,Senior,No,No,Neuroscience,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,6,5,4,4,5,5,3,7,6,5,6,7,4,2,6,3,1,4,5,7,6,5,,3,2,6,6,7,5
312,28,Senior,No,No,Data Science,"MATH 231, MATH 232, MATH 233, MATH 381, STOR 120",1-2 years,Yes,No,High school course (IB or other),2-6 months,"Python, R / Matlab / SAS, SQL",3 to 5 hours,5 to 10 hours,4,6,5,5,4,6,7,3,3,5,2,5,5,7,2,4,0,6,6,6,3,,,5,4,5,5,4,5
313,28,Sophomore,No,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, MATH 347, STOR 155",Over 2 years,Yes,Yes,High school course (IB or other),None to less than one month!,"Python, Java / C#, JavaScript / TypeScript, R / Matlab / SAS, HTML / CSS, SQL",5 to 10 hours,5 to 10 hours,1,4,4,4,1,5,6,1,6,4,2,6,1,7,1,6,0,4,1,6,6,,,5,1,7,6,7,7
314,27,Junior,No,No,Psychology,"MATH 129P, MATH 130, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,6,2,5,1,4,6,3,5,5,5,4,7,7,7,2,1,7,6,6,3,,,6,6,2,4,1,4
315,28,Sophomore,No,No,Chemistry,"MATH 129P, MATH 231, MATH 232, MATH 233, STOR 151, STOR 155",1-2 years,Yes,Yes,None,7-12 months,"Python, Java / C#, C / C++, JavaScript / TypeScript, HTML / CSS",5 to 10 hours,3 to 5 hours,6,6,2,1,5,6,6,6,3,4,5,5,5,1,3,2,0,4,5,5,6,,,4,3,6,3,4,4
316,26,Senior,No,No,Psychology,"MATH 130, PSYC 210",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,3,3,6,6,4,7,6,4,4,4,4,4,7,7,6,3,2,7,6,6,6,7,7,5,7,2,2,3,4
317,28,Junior,No,No,Data Science,"MATH 129P, MATH 210, MATH 231, STOR 155",7-12 months,No,No,UNC,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,6,7,1,3,6,3,5,6,5,6,7,5,4,5,7,7,0,5,4,7,6,,,4,3,6,6,6,7
318,28,Junior,Yes,No,Statistics and Analytics,"MATH 231, MATH 233, MATH 381, STOR 120, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,6,2,3,5,2,5,4,4,4,6,5,2,2,3,3,3,6,6,5,6,5,4,5,4,4,4,5,4
319,26,Senior,No,No,Environmental Science/Studies,"MATH 129P, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,2,6,1,1,5,7,7,7,1,4,4,5,5,5,5,3,0,7,7,7,7,5,5,4,4,5,7,7,6
320,29,Sophomore,No,No,Business,"MATH 129P, MATH 152, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,4,4,4,5,5,5,5,5,5,5,5,7,7,7,7,5,7,7,7,7,7,7,7,6,1,6,5,5
321,28,Sophomore,No,No,Biology,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,4,6,5,5,4,6,7,6,3,4,5,5,6,4,6,4,0,5,6,7,7,,,3,4,5,3,5,5
322,29,Freshman,No,No,Business,"MATH 231, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,6,5,5,2,5,5,5,5,3,3,5,6,5,3,5,5,3,6,6,4,7,,,4,4,5,5,6,7
323,26,Senior,Yes,No,Psychology,"MATH 232, PSYC 210, PSYC 215",7-12 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",3 to 5 hours,0 to 2 hours,6,7,4,6,7,7,5,5,5,5,4,5,7,7,6,5,1,6,7,7,4,5,5,6,3,5,6,7,6
324,28,Junior,No,No,Neuroscience,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,7,7,7,3,7,7,5,4,4,5,5,7,7,7,2,1,6,5,4,5,5,,6,6,1,5,3,4
325,29,Junior,No,No,Neuroscience,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 112, STOR 113, STOR 151",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,5,3,2,2,5,5,6,4,5,5,5,7,7,6,3,1,5,3,5,5,3,5,5,4,4,2,4,3
326,29,Senior,No,No,Neuroscience,"MATH 129P, MATH 130, MATH 152, MATH 231, MATH 232, STOR 155",2-6 months,No,Yes,High school course (IB or other),1 month or so,"Python, Java / C#",3 to 5 hours,3 to 5 hours,6,6,5,5,5,6,6,4,4,4,4,4,1,7,6,4,1,5,5,4,5,,,6,5,5,5,5,6
327,27,Junior,Yes,No,Statistics and Analytics,"MATH 152, MATH 231",7-12 months,No,No,High school course (IB or other),2-6 months,"Python, R / Matlab / SAS, HTML / CSS",3 to 5 hours,0 to 2 hours,4,3,4,4,5,4,4,5,5,5,5,5,5,6,4,4,3,5,5,5,4,,,5,5,3,4,5,4
328,27,Junior,No,No,Biology,"MATH 130, MATH 231",2-6 months,No,No,Other,None to less than one month!,HTML / CSS,5 to 10 hours,3 to 5 hours,4,7,6,6,2,5,6,5,5,5,5,4,3,6,5,4,2,6,3,2,3,4,,4,5,3,6,6,4
329,28,Sophomore,No,No,Exercise and Sports Science,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,5,5,5,3,4,5,6,5,5,5,5,5,5,5,2,1,6,6,4,5,,,4,5,4,6,6,5
330,29,Sophomore,No,No,Data Science,MATH 231,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,6,7,7,2,7,7,1,2,2,4,3,7,7,6,3,1,7,6,5,3,4,4,7,6,3,3,1,4
331,29,Sophomore,No,No,Public Policy,"MATH 231, MATH 232, STOR 155",2-6 months,Yes,Yes,High school course (IB or other),None to less than one month!,Python,3 to 5 hours,3 to 5 hours,6,6,4,4,5,6,5,2,1,3,2,5,4,5,6,5,0,3,5,5,6,,,5,4,5,5,4,5
332,28,Sophomore,No,No,Biology,STOR 155,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,6,3,3,1,2,5,5,2,6,6,4,7,5,6,6,4,4,3,2,2,,,7,7,1,1,1,1
333,28,Senior,No,No,Environmental Science/Studies,"MATH 129P, MATH 231, MATH 232, PSYC 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,6,6,6,3,7,6,4,1,1,3,5,6,1,7,5,1,4,6,3,4,7,,6,6,3,2,6,2
334,28,Junior,No,No,Data Science,"MATH 129P, MATH 231, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,6,7,1,1,4,6,5,7,3,7,7,6,7,7,7,2,1,6,5,5,5,3,,6,7,5,4,5,5
335,29,Junior,No,No,Biology,"MATH 130, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,5,7,3,2,4,4,5,4,1,4,4,4,5,6,5,5,1,5,6,6,6,6,6,5,6,3,6,5,3
336,28,Sophomore,No,No,Economics,"MATH 130, STOR 113, STOR 155",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,4,6,4,5,2,4,7,3,1,5,2,6,7,6,7,4,1,7,6,5,6,5,4,5,5,5,5,5,5
337,29,Freshman,No,No,Mathematics,MATH 233,2-6 months,No,No,UNC,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,4,6,3,5,5,6,5,3,3,4,3,6,5,4,6,3,2,5,6,6,6,7,,5,4,3,5,6,5
338,28,Junior,No,No,Neuroscience,"MATH 210, MATH 231, MATH 232, STOR 155",2-6 months,Yes,No,None,2-6 months,Python,5 to 10 hours,5 to 10 hours,2,3,5,6,5,7,7,1,1,5,5,6,1,6,2,6,1,6,3,7,2,,,5,5,3,2,5,2
339,27,Junior,No,No,Biology,"MATH 130, MATH 231, STOR 120",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,5,6,5,4,6,6,7,6,5,6,6,6,7,5,6,6,0,7,6,7,6,,,4,2,5,6,7,6
340,27,Junior,No,No,Neuroscience,"MATH 210, MATH 231, MATH 232, PSYC 210, STOR 155",2-6 months,Yes,Yes,None,1 month or so,"Python, JavaScript / TypeScript, R / Matlab / SAS",3 to 5 hours,3 to 5 hours,4,6,2,2,4,5,5,4,1,3,5,4,5,6,6,3,0,5,5,5,5,,,5,5,4,5,5,3
341,28,Senior,No,No,Economics,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 112, STOR 113, STOR 120, STOR 151, STOR 155",None to less than one month!,,,,,,5 to 10 hours,10+ hours,7,7,1,3,6,6,7,4,1,3,1,4,7,2,7,5,2,6,4,7,6,7,5,6,5,6,7,7,6
342,28,Sophomore,No,No,Business,MATH 129P,2-6 months,No,No,High school course (IB or other),None to less than one month!,Python,5 to 10 hours,5 to 10 hours,2,6,4,5,7,7,6,1,1,4,1,2,6,6,6,2,2,5,5,4,5,5,5,6,5,2,5,2,4
343,28,Sophomore,No,No,Data Science,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,5,6,6,4,5,7,5,3,5,5,6,7,2,7,5,0,7,6,5,4,,,6,4,5,4,5,5
344,28,Junior,No,No,Mathematics,"MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,1,6,7,7,6,2,5,1,1,1,6,5,5,2,3,5,1,5,5,5,6,6,6,4,3,5,5,1,5
345,27,Junior,Yes,No,Mathematics,"MATH 152, MATH 210, MATH 231, MATH 232",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,2,7,4,3,4,1,5,7,4,6,5,6,7,2,5,4,0,7,5,7,3,,,5,5,3,5,7,5
346,28,Sophomore,No,No,Neuroscience,"MATH 231, MATH 232, MATH 233, PSYC 210",None to less than one month!,,,,,,0 to 2 hours,3 to 5 hours,3,4,5,5,4,7,7,3,1,1,1,5,7,7,7,7,1,5,6,5,7,,,5,6,4,3,6,5
347,28,Sophomore,No,No,Economics,"MATH 152, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,5,6,3,3,2,5,4,6,5,4,4,4,5,6,5,4,0,5,6,5,6,5,5,4,5,4,3,4,5
348,29,Freshman,No,No,Statistics and Analytics,"MATH 129P, MATH 130, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,7,4,1,1,5,7,5,2,3,6,6,7,5,6,6,3,0,5,6,5,5,,,4,5,5,7,6,5
349,28,Junior,No,No,Data Science,"MATH 130, MATH 152, MATH 210, STOR 155",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,2,3,1,1,4,5,5,6,4,4,5,6,5,5,4,2,1,3,2,6,1,,,5,5,3,1,2,3
350,29,Sophomore,No,No,Neuroscience,"MATH 231, MATH 232, STOR 155",7-12 months,No,No,High school course (IB or other),None to less than one month!,Python,3 to 5 hours,5 to 10 hours,5,5,5,5,5,5,5,7,4,5,5,7,7,7,7,6,2,4,6,5,6,5,5,4,4,3,3,6,5
351,28,Junior,No,No,Neuroscience,"MATH 130, MATH 231, MATH 232, STOR 120",7-12 months,Yes,No,High school course (IB or other),2-6 months,Python,5 to 10 hours,5 to 10 hours,5,4,5,5,3,2,3,5,2,5,6,5,7,7,2,5,1,7,2,5,5,2,1,6,2,5,5,5,6
352,28,Sophomore,No,No,Neuroscience,"MATH 130, MATH 231",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,6,6,6,3,6,6,3,3,4,6,6,3,5,6,2,1,4,6,6,6,4,4,5,3,5,3,6,6
353,28,Junior,No,No,Biology,"MATH 129P, MATH 231, MATH 232, STOR 120",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,6,4,4,6,6,6,5,3,4,2,5,4,7,7,5,0,5,5,5,7,,,4,4,5,5,5,5
354,26,Senior,No,No,Exercise and Sports Science,MATH 231,None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,7,6,4,5,2,2,2,6,5,5,5,6,7,7,7,7,1,7,3,6,5,4,4,6,6,1,4,5,5
355,28,Sophomore,Yes,No,Statistics and Analytics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381",1-2 years,No,No,UNC,2-6 months,"Python, R / Matlab / SAS",0 to 2 hours,0 to 2 hours,4,6,2,5,2,6,6,5,4,4,4,6,5,6,5,5,1,5,5,4,5,6,,4,4,5,4,6,5
356,29,Junior,No,No,Undecided,"MATH 129P, MATH 130, MATH 231",7-12 months,No,Yes,None,None to less than one month!,"Python, Java / C#",3 to 5 hours,5 to 10 hours,2,3,4,5,5,6,5,3,2,3,3,6,7,5,1,7,0,6,4,7,6,,,3,2,6,6,5,7
357,29,Sophomore,No,No,Biology,"MATH 129P, MATH 231",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,6,3,3,3,3,4,4,3,4,4,5,6,4,5,5,1,6,5,4,4,,,5,5,3,3,4,3
358,26,Senior,No,No,Environmental Science/Studies,"MATH 129P, MATH 231, MATH 232, STOR 155",2-6 months,No,No,UNC,None to less than one month!,R / Matlab / SAS,3 to 5 hours,3 to 5 hours,2,6,4,5,5,6,7,5,3,5,6,5,4,2,7,5,0,5,5,7,6,,,3,3,6,5,5,6
359,26,Senior,Yes,No,Psychology,PSYC 210,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,7,1,1,3,3,4,5,4,4,5,5,4,5,5,5,1,5,6,5,7,6,,4,4,6,6,4,6
360,29,Sophomore,No,No,Data Science,"MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,6,6,5,6,6,4,6,6,4,5,7,7,7,7,5,0,7,6,5,7,,,4,4,5,6,7,7
361,27,Junior,No,No,Economics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,5,7,5,1,7,7,1,3,3,4,4,3,1,7,1,1,0,7,7,3,7,4,4,5,5,3,5,7,7
362,28,Senior,No,No,Environmental Science/Studies,"MATH 130, MATH 231, STOR 155",2-6 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",5 to 10 hours,3 to 5 hours,3,5,5,4,5,5,5,3,3,3,2,5,5,4,5,3,3,4,5,5,5,5,,5,5,3,4,5,5
363,29,Junior,No,No,Biology,"MATH 129P, MATH 130, MATH 231, MATH 232",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,4,6,4,4,3,6,6,7,3,4,3,5,5,6,6,5,0,5,5,6,7,,,6,6,3,6,5,6
364,27,Senior,Yes,No,Neuroscience,"MATH 231, PSYC 210, STOR 120",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,5,2,3,5,4,2,6,4,4,4,5,7,5,5,2,2,7,7,7,6,6,6,5,6,5,6,6,6
365,28,Sophomore,No,No,Biology,"MATH 231, MATH 232",2-6 months,No,No,High school course (IB or other),1 month or so,"Python, R / Matlab / SAS",3 to 5 hours,3 to 5 hours,5,5,4,4,4,6,2,7,5,6,5,6,5,5,2,5,0,5,5,6,5,,,5,5,4,5,5,5
366,29,Freshman,No,No,Biology,MATH 231,None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,6,1,1,5,4,5,6,3,4,2,6,7,3,7,6,2,4,6,2,4,5,7,6,5,4,6,6,5
367,29,Freshman,No,No,Neuroscience,"MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,3,3,6,7,7,7,7,4,2,5,5,6,7,7,6,2,1,6,6,7,7,,,4,4,1,7,7,7
368,29,Sophomore,No,No,Physics,MATH 231,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,7,3,6,5,6,5,3,4,5,6,6,4,5,3,2,1,5,4,6,7,,,5,3,5,5,6,6
369,28,Junior,No,No,Neuroscience,"MATH 129P, MATH 231",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,4,5,4,4,5,5,7,4,2,3,4,6,5,5,7,5,0,4,3,6,6,,,5,3,5,5,6,7
370,27,Junior,No,No,Psychology,"MATH 129P, MATH 130, MATH 152, MATH 210",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,5,6,5,4,7,6,3,4,3,6,5,7,3,6,3,1,6,6,3,5,,,6,6,4,4,5,4
371,28,Junior,No,No,Economics,"MATH 231, MATH 232, MATH 233, MATH 347, MATH 381, STOR 155",None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,6,4,2,4,5,7,7,2,4,3,6,6,7,7,5,5,1,6,7,7,7,5,7,3,2,7,6,7,7
372,27,Junior,Yes,No,Economics,"MATH 130, MATH 152, MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,6,6,6,3,4,7,5,6,4,4,3,7,7,6,2,0,7,6,5,6,,,5,4,4,4,5,5
373,27,Junior,No,No,Psychology,"MATH 129P, PHIL 155, PSYC 210",None to less than one month!,,,,,,5 to 10 hours,5 to 10 hours,6,7,5,3,3,4,5,6,4,4,4,4,7,6,6,6,1,5,5,5,5,,,5,4,3,6,5,5
374,29,Sophomore,No,No,Data Science,"MATH 210, MATH 231, MATH 232, STOR 155",Over 2 years,No,Yes,High school course (IB or other),2-6 months,"Python, Java / C#, R / Matlab / SAS",3 to 5 hours,5 to 10 hours,2,6,2,4,7,6,6,3,2,4,2,6,6,6,4,6,1,5,5,6,4,4,,5,2,6,6,6,6
375,27,Senior,No,No,Neuroscience,"MATH 130, MATH 231, MATH 232, PHIL 155",None to less than one month!,,,,,,5 to 10 hours,3 to 5 hours,4,6,4,5,5,6,7,4,1,4,5,5,4,5,6,3,2,5,5,4,6,,,4,3,6,5,5,7
376,28,Senior,No,No,Business,"MATH 231, MATH 232, MATH 347, STOR 151, STOR 155",Over 2 years,Yes,No,On-line course,> 2 years,"Java / C#, C / C++",0 to 2 hours,5 to 10 hours,6,6,2,2,6,6,6,7,3,2,6,7,6,7,6,7,0,6,7,5,6,,,4,4,6,6,6,6
377,28,Senior,No,No,Biology,"MATH 231, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,6,6,4,7,6,6,3,2,4,5,7,5,4,7,6,0,5,7,6,4,,,5,3,6,7,3,6
378,28,Junior,No,No,Business,"MATH 210, MATH 231, MATH 232, STOR 155",2-6 months,No,No,UNC,None to less than one month!,Python,3 to 5 hours,3 to 5 hours,5,6,4,4,4,4,5,4,4,5,6,6,5,6,4,4,0,7,4,4,4,3,2,4,4,4,4,6,4
379,26,Senior,No,No,Economics,"MATH 231, MATH 232, MATH 233, MATH 347, PHIL 155, STOR 151",None to less than one month!,,,,,,3 to 5 hours,0 to 2 hours,6,7,6,7,4,3,3,7,5,7,7,6,7,7,7,7,0,7,3,6,7,7,,4,3,5,5,6,6
380,28,Junior,Yes,No,Mathematics,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,10+ hours,1,2,4,5,2,7,5,4,1,3,3,4,5,4,7,4,3,4,6,2,4,2,,4,5,3,4,5,5
381,27,Junior,No,No,Environmental Science/Studies,"MATH 130, MATH 231, MATH 232",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,4,5,4,2,6,4,5,4,3,4,4,6,4,6,3,0,6,3,3,6,,,5,5,2,2,2,2
382,29,Sophomore,No,No,Neuroscience,MATH 232,None to less than one month!,,,,,,0 to 2 hours,0 to 2 hours,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,5
383,29,Freshman,No,No,Economics,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, MATH 233, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,5,5,5,5,4,6,4,7,5,6,6,7,7,5,7,5,3,7,7,7,7,5,5,7,6,4,5,6,5
384,27,Senior,No,No,Biology,"MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,4,5,3,3,6,5,5,3,4,5,3,6,7,7,5,3,0,7,3,4,5,,,4,5,2,5,4,3
385,29,Sophomore,No,No,Business,"MATH 129P, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,6,7,5,5,7,4,5,7,7,6,7,7,7,7,7,2,0,4,5,7,7,,,6,5,5,7,6,6
386,27,Junior,No,No,Neuroscience,"MATH 231, MATH 232, MATH 233",None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,7,5,5,5,6,3,2,5,6,7,7,7,4,2,5,1,4,5,7,7,5,,4,5,5,4,6,5
387,27,Junior,No,No,Environmental Science/Studies,"MATH 129P, MATH 130, MATH 152, MATH 210, MATH 231, MATH 232, STOR 112, STOR 113",2-6 months,No,No,High school course (IB or other),None to less than one month!,"Python, R / Matlab / SAS",0 to 2 hours,3 to 5 hours,4,5,4,7,3,7,7,1,2,2,2,4,5,6,6,5,1,4,6,7,3,6,,4,3,6,3,6,6
388,26,Senior,No,No,Biology,"MATH 129P, MATH 210, MATH 231, MATH 232, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,2,7,5,2,5,7,7,7,5,5,4,6,3,3,7,4,1,6,6,7,5,6,7,4,4,5,4,3,4
389,28,Junior,No,No,Economics,STOR 155,2-6 months,No,No,UNC,None to less than one month!,"Python, R / Matlab / SAS",3 to 5 hours,3 to 5 hours,4,7,5,7,6,7,7,4,3,3,5,5,7,2,7,5,0,6,6,7,6,,,4,3,5,6,3,5
390,28,Sophomore,Yes,No,Business,STOR 155,None to less than one month!,,,,,,0 to 2 hours,0 to 2 hours,3,6,2,2,5,7,6,4,3,4,6,6,6,7,7,4,4,6,7,7,7,7,7,6,7,2,4,6,3
391,29,Junior,No,No,Biology,"MATH 129P, MATH 130, MATH 231, STOR 155",None to less than one month!,,,,,,10+ hours,3 to 5 hours,6,7,4,5,4,6,6,2,3,4,4,6,4,5,6,5,1,4,5,6,7,5,,4,4,6,6,5,7
392,29,Junior,No,Yes - Minor,Geology,MATH 152,None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,3,4,5,6,6,6,6,7,2,6,6,5,7,6,5,5,1,4,3,7,5,5,5,4,3,5,7,7,7
393,28,Sophomore,Yes,No,Physics,MATH 231,None to less than one month!,,,,,,3 to 5 hours,3 to 5 hours,2,6,4,4,5,3,6,4,6,3,7,7,3,3,5,3,0,6,4,6,5,4,,3,4,4,2,5,5
394,29,Sophomore,Yes,No,Biology,"MATH 130, MATH 152, MATH 210",None to less than one month!,,,,,,10+ hours,10+ hours,5,7,7,7,5,7,7,4,2,4,4,5,6,7,5,5,2,7,7,7,7,,7,7,7,2,6,5,4
395,28,Junior,No,No,Neuroscience,"MATH 130, STOR 155",None to less than one month!,,,,,,3 to 5 hours,5 to 10 hours,4,5,4,4,3,5,6,4,3,4,4,4,5,5,3,6,1,3,3,4,4,4,4,6,6,2,1,1,2
396,28,Junior,No,No,Neuroscience,STOR 151,None to less than one month!,,,,,,0 to 2 hours,5 to 10 hours,3,4,4,4,5,7,5,4,4,4,4,4,6,5,7,3,0,5,6,6,6,,,4,4,3,7,6,6
